,startTime,time,high,low,volume
0,2021-07-19T07:00:00+00:00,1626678000000.0,1907.7,1903.5,98598.0896
1,2021-07-19T07:05:00+00:00,1626678300000.0,1908.6,1905.5,101472.5052
2,2021-07-19T07:10:00+00:00,1626678600000.0,1909.5,1907.8,172271.5599
3,2021-07-19T07:15:00+00:00,1626678900000.0,1918.4,1908.3,526681.8528
4,2021-07-19T07:20:00+00:00,1626679200000.0,1914.6,1909.9,527872.6742
5,2021-07-19T07:25:00+00:00,1626679500000.0,1910.5,1901.8,698463.2487
6,2021-07-19T07:30:00+00:00,1626679800000.0,1903.6,1892.5,1686518.8092
7,2021-07-19T07:35:00+00:00,1626680100000.0,1898.3,1892.0,966841.5525
8,2021-07-19T07:40:00+00:00,1626680400000.0,1896.8,1893.0,444744.2133
9,2021-07-19T07:45:00+00:00,1626680700000.0,1898.0,1894.5,133035.1012
10,2021-07-19T07:50:00+00:00,1626681000000.0,1896.7,1888.5,465029.2832
11,2021-07-19T07:55:00+00:00,1626681300000.0,1894.4,1889.0,277643.3355
12,2021-07-19T08:00:00+00:00,1626681600000.0,1896.0,1888.6,727993.1565
13,2021-07-19T08:05:00+00:00,1626681900000.0,1896.0,1892.1,495024.8473
14,2021-07-19T08:10:00+00:00,1626682200000.0,1897.8,1894.0,853709.6557
15,2021-07-19T08:15:00+00:00,1626682500000.0,1901.8,1895.5,561099.3065
16,2021-07-19T08:20:00+00:00,1626682800000.0,1899.0,1896.3,339362.9937
17,2021-07-19T08:25:00+00:00,1626683100000.0,1899.4,1896.3,317972.5708
18,2021-07-19T08:30:00+00:00,1626683400000.0,1899.8,1893.2,330264.1996
19,2021-07-19T08:35:00+00:00,1626683700000.0,1896.7,1893.7,318701.3574
20,2021-07-19T08:40:00+00:00,1626684000000.0,1894.8,1890.0,499754.766
21,2021-07-19T08:45:00+00:00,1626684300000.0,1891.3,1886.4,631127.3113
22,2021-07-19T08:50:00+00:00,1626684600000.0,1890.4,1883.6,913618.8821
23,2021-07-19T08:55:00+00:00,1626684900000.0,1884.4,1874.5,2114147.5677
24,2021-07-19T09:00:00+00:00,1626685200000.0,1881.4,1875.4,895428.8422
25,2021-07-19T09:05:00+00:00,1626685500000.0,1883.3,1876.2,429118.7511
26,2021-07-19T09:10:00+00:00,1626685800000.0,1877.7,1873.1,1499300.7418
27,2021-07-19T09:15:00+00:00,1626686100000.0,1878.0,1871.9,1058571.6994
28,2021-07-19T09:20:00+00:00,1626686400000.0,1878.5,1873.7,530961.2389
29,2021-07-19T09:25:00+00:00,1626686700000.0,1882.0,1875.9,485420.0829
30,2021-07-19T09:30:00+00:00,1626687000000.0,1882.3,1876.2,451892.4257
31,2021-07-19T09:35:00+00:00,1626687300000.0,1880.1,1875.9,326714.1252
32,2021-07-19T09:40:00+00:00,1626687600000.0,1879.6,1875.5,374965.1487
33,2021-07-19T09:45:00+00:00,1626687900000.0,1878.7,1870.3,1278773.023
34,2021-07-19T09:50:00+00:00,1626688200000.0,1872.7,1865.1,1702332.1833
35,2021-07-19T09:55:00+00:00,1626688500000.0,1874.1,1870.1,551487.62
