,lq period,lq check,max profit,max %,volume
0,21540.0,0,758.0,88.01,965918.8552
1,21540.0,0,757.4,87.92,965918.8552
2,21540.0,0,761.4,88.52,965918.8552
3,21540.0,0,760.2,88.34,965918.8552
4,21540.0,0,762.1,88.62,965918.8552
5,21540.0,0,761.3,88.5,965918.8552
6,21540.0,0,758.1,88.02,965918.8552
7,21540.0,0,759.4,88.22,965918.8552
8,21540.0,0,761.9,88.59,965918.8552
9,21540.0,0,761.8,88.58,965918.8552
10,21540.0,0,761.9,88.59,965918.8552
11,21540.0,0,760.5,88.38,965918.8552
12,21540.0,0,760.6,88.4,965918.8552
13,21540.0,0,763.9,88.89,965918.8552
14,21540.0,0,764.7,89.02,965918.8552
15,21540.0,0,764.3,88.95,965918.8552
16,21540.0,0,765.4,89.12,965918.8552
17,21540.0,0,764.4,88.97,965918.8552
18,21540.0,0,765.6,89.15,965918.8552
19,21540.0,0,767.9,89.5,965918.8552
20,21540.0,0,768.4,89.57,965918.8552
21,21540.0,0,766.1,89.23,965918.8552
22,21540.0,0,764.9,89.05,965918.8552
23,21540.0,0,761.2,88.49,965918.8552
24,21540.0,0,755.3,87.6,965918.8552
25,21540.0,0,755.9,87.69,965918.8552
26,21540.0,0,756.4,87.77,965918.8552
27,21540.0,0,758.5,88.08,965918.8552
28,21540.0,0,758.9,88.14,965918.8552
29,21540.0,0,758.3,88.05,965918.8552
30,21540.0,0,754.3,87.45,965918.8552
31,21540.0,0,754.6,87.5,965918.8552
32,21540.0,0,754.7,87.51,965918.8552
33,21540.0,0,755.0,87.56,965918.8552
34,21540.0,0,752.2,87.14,965918.8552
35,21540.0,0,752.2,87.14,965918.8552
36,21540.0,0,751.3,87.0,965918.8552
37,21540.0,0,751.5,87.03,965918.8552
38,21540.0,0,750.8,86.93,965918.8552
39,21540.0,0,745.3,86.11,965918.8552
40,21540.0,0,752.4,87.17,965918.8552
41,21540.0,0,755.8,87.68,965918.8552
42,21540.0,0,755.8,87.68,965918.8552
43,21540.0,0,760.6,88.4,965918.8552
44,21540.0,0,765.4,89.12,965918.8552
45,21540.0,0,768.1,89.53,965918.8552
46,21540.0,0,766.7,89.32,965918.8552
47,21540.0,0,766.3,89.26,965918.8552
48,21540.0,0,765.8,89.18,965918.8552
49,21540.0,0,768.7,89.62,965918.8552
50,21540.0,0,766.9,89.35,965918.8552
51,21540.0,0,766.6,89.3,965918.8552
52,21540.0,0,778.0,91.03,965918.8552
53,21540.0,0,795.9,93.78,965918.8552
54,21540.0,0,794.6,93.58,965918.8552
55,21540.0,0,797.4,94.01,965918.8552
56,21540.0,0,791.9,93.16,965918.8552
57,21540.0,0,797.2,93.98,965918.8552
58,21540.0,0,799.1,94.28,965918.8552
59,21540.0,0,797.6,94.05,965918.8552
60,21540.0,0,801.6,94.67,965918.8552
61,21540.0,0,783.9,91.94,965918.8552
62,21540.0,0,784.3,92.0,965918.8552
63,21540.0,0,787.9,92.55,965918.8552
64,21540.0,0,770.1,89.83,965918.8552
65,21540.0,0,771.9,90.11,965918.8552
