,lq period,lq check,max profit,max %,volume
0,1090.0,1,10.7,8.41,6802948.3236
1,1090.0,1,9.8,7.7,6802948.3236
2,1090.0,1,8.9,6.99,6802948.3236
3,1090.0,1,8.9,0.0,6802948.3236
4,1090.0,1,8.9,0.0,6802948.3236
5,1090.0,1,8.9,0.0,6802948.3236
6,1155.0,1,8.9,0.0,1744311.2034
7,1155.0,1,3.5,2.77,1744311.2034
8,1160.0,1,5.0,3.95,5049898.5875
9,1155.0,1,3.8,3.0,1744311.2034
10,1160.0,1,5.1,4.03,5049898.5875
11,1160.0,1,7.4,5.86,5049898.5875
12,1160.0,1,5.8,4.59,5049898.5875
13,1160.0,1,5.8,4.59,5049898.5875
14,1155.0,1,4.0,3.16,1744311.2034
15,1155.0,1,4.0,0.0,1744311.2034
16,1155.0,1,0.8,0.63,1744311.2034
17,1155.0,1,0.4,0.32,1744311.2034
18,1155.0,1,0.4,0.0,1744311.2034
19,1160.0,1,0.4,0.0,5049898.5875
20,1160.0,1,0.4,0.0,5049898.5875
21,1160.0,1,0.4,0.0,5049898.5875
22,1160.0,1,0.4,0.0,5049898.5875
23,1160.0,1,0.4,0.0,5049898.5875
24,1180.0,1,1.9,1.51,2085413.0074
25,1180.0,1,1.9,0.0,2085413.0074
26,1185.0,1,4.6,3.67,1618543.2784
27,1185.0,1,4.3,3.43,1618543.2784
28,1180.0,1,3.8,3.03,2085413.0074
29,1180.0,1,0.3,0.24,2085413.0074
30,1180.0,1,0.3,0.0,2085413.0074
31,1180.0,1,0.3,0.0,2085413.0074
32,1180.0,1,0.3,0.0,2085413.0074
33,1180.0,1,0.3,0.0,2085413.0074
34,1205.0,1,4.2,3.36,2851670.8571
35,1205.0,1,2.8,2.24,2851670.8571
36,1195.0,1,1.5,1.2,2498114.9808
37,1195.0,1,1.5,0.0,2498114.9808
38,1205.0,1,0.5,0.4,2851670.8571
39,1205.0,1,1.7,1.36,2851670.8571
40,1215.0,1,5.6,4.49,8082141.7489
41,1215.0,1,6.0,4.82,8082141.7489
42,1215.0,1,4.3,3.45,8082141.7489
43,1215.0,1,4.2,3.37,8082141.7489
44,1215.0,1,5.5,4.41,8082141.7489
